inv_serial_nbr_key,inv_alt_id,inv_location_rec_1,inv_status,inv_mk_model_nbr,inv_model_nbr_category,inv_desc
MW1761897,300799,9003,O,WDWHIEED4300TQ,W,LAUNDRY DRYER ELEC ESTATE
MW1764306,108209,9001,O,WDWHIEED4300TQ,W,LAUNDRY DRYER ELEC ESTATE
M02086161,301092,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M03031286,110653,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M10512848,301188,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M12378635,111316,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M12990085,M12990085,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M12990163,M12990163,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13305794,111550,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13305884,111551,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13714853,M13714853,3,R,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13714870,M13714870,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13819659,M13819659,1,R,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M13819675,M13819675,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M14535764,M14535764,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M14535782,M14535782,3,R,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M14740224,M14740224,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M14740225,M14740225,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
MO3554950,301143,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
MOO514156,301046,3,R,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
MOO621833,301047,9001,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
MY3097204,300979,9003,O,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
O2413763-0,110419,1,R,WDWHIEED4400WQ,W,LAUNDRY DRYER ELEC ESTATE
M03759299,110780,9003,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M03759302,110781,9003,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M04063516,110836,3,R,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M10828395,110986,9003,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M10828396,110983,9001,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M10828398,110985,9003,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M10828599,110984,9003,O,WDWHIEED4400WQ-0,W,LAUNDRY DRYER ELEC ESTATE
M04063456,110726,9001,O,WDWHIEED4400WQ0,W,LAUNDRY DRYER ELEC ESTATE
MW1006911,300803,9003,O,WDWHILDR3822P,W,LAUNDRY DRYER COMPACT
M14821720,M14821720,3,N,WDWHIWED4800XQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M21805833,M21805833,1,N,WDWHIWED4800XQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M21805841,M21805841,9001,O,WDWHIWED4800XQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M21805851,M21805851,1,N,WDWHIWED4800XQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M0527203,110992,1,R,WDWHIWED4800XQ-0,W,LAUNDRY DRYER ELEC WHIRLPOOL
M01022579,110144,9001,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY2148566,301048,9003,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY3821104,110309,9001,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY3822344,110310,9003,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY5240117,109999,9001,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY5240121,110000,9001,O,WDWHIWED5200VQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M02647788,110459,9001,O,WDWHIWED5200VQ-1,W,LAUNDRY DRYER ELEC WHIRLPOOL
M02647819,110460,9001,O,WDWHIWED5200VQ-1,W,LAUNDRY DRYER ELEC WHIRLPOOL
M03259707,110842,9001,O,WDWHIWED5200VQ-1,W,LAUNDRY DRYER ELEC WHIRLPOOL
M03259726,110841,3,R,WDWHIWED5200VQ-1,W,LAUNDRY DRYER ELEC WHIRLPOOL
MY4336030,109846,9003,O,WDWHIWED5200VQ1,W,LAUNDRY DRYER ELEC WHIRLPOOL
MU4494549,107411,3,R,WDWHIWED5300SQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MV2974211,106673,9003,O,WDWHIWED5300SQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MW0723739,300752,9001,O,WDWHIWED5300SQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
MW2091728,300808,9003,O,WDWHIWED5300SQ,W,LAUNDRY DRYER ELEC WHIRLPOOL
M11733058,111149,9001,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M11733092,111148,9001,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M12144604,111320,9003,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M12148620,111319,9001,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M12148634,111262,9001,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M12148688,111261,9001,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M22033088,M22033088,3,N,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
MO2506858,301215,9003,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
MO2506859,301217,9003,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
MO4035708,301216,9003,O,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
MO4035709,301218,3,R,WDWHIWED5500XW,W,LAUNDRY DRYER ELEC CABRIO
M10715324,110994,9003,O,WDWHIWED5500XW-0,W,LAUNDRY DRYER ELEC CABRIO
M10715325,110995,9003,O,WDWHIWED5500XW-0,W,LAUNDRY DRYER ELEC CABRIO
M03601267,111216,9003,O,WDWHIWED5700XW,W,LAUNDRY DRYER ELEC CABRIO
M03601488,110721,9001,O,WDWHIWED5700XW0,W,LAUNDRY DRYER ELEC CABRIO
02360892-1,110423,1,R,WDWHIWED6200SW,W,LAUNDRY DRYER ELEC CABRIO
MY5173859,301020,9003,O,WDWHIWED6200SW,W,LAUNDRY DRYER ELEC CABRIO
M02665779,110455,9003,O,WDWHIWED6200SW-1,W,LAUNDRY DRYER ELEC CABRIO
M02666841,110456,9001,O,WDWHIWED6200SW-1,W,LAUNDRY DRYER ELEC CABRIO
M01642375,110258,9001,O,WDWHIWED6200SW1,W,LAUNDRY DRYER ELEC CABRIO
M01744214,110302,9003,O,WDWHIWED6200SW1,W,LAUNDRY DRYER ELEC CABRIO
MW0914039,107858,9001,O,WDWHIWED6400SW,W,LAUNDRY DRYER ELEC CABRIO
M14651179,M14651179,1,N,WDWHIWGD4800XQ,W,LAUNDRY DRYER GAS
M14525736,M14525736,9003,O,WDWHIWGD4900XW,W,LAUNDRY DRYER GAS
M02115209,110839,9003,O,WDWHIWGD5100VQ-1,W,LAUNDRY DRYER GAS
M11001635,111150,9001,O,WDWHIWGD5200VQ,W,LAUNDRY DRYER GAS
MO2412651,301118,9001,O,WDWHIWGD5200VQ,W,LAUNDRY DRYER GAS
MW4507025,108872,9003,O,WDWHIWGD5200VQ,W,LAUNDRY DRYER GAS
M03317456,110818,9001,O,WDWHIWGD5200VQ-1,W,LAUNDRY DRYER GAS
M03317461,110847,3,R,WDWHIWGD5200VQ-1,W,LAUNDRY DRYER GAS
C20120981,C20120981,9003,O,WWAMANTW4501XQ,W,LAUNDRY WASHER BASIC
C20720048,C20720048,1,N,WWAMANTW4501XQ,W,LAUNDRY WASHER BASIC
C20720089,C20720089,9001,O,WWAMANTW4501XQ,W,LAUNDRY WASHER BASIC
C20720096,C20720096,9001,O,WWAMANTW4501XQ,W,LAUNDRY WASHER BASIC
C22430305,C22430305,3,N,WWCROCAW1244XW,W,LAUNDRY WASHER CROSLEY
C22430306,C22430306,3,N,WWCROCAW1244XW,W,LAUNDRY WASHER CROSLEY
C22430332,C22430332,1,N,WWCROCAW1244XW,W,LAUNDRY WASHER CROSLEY
C22430333,C22430333,1,N,WWCROCAW1244XW,W,LAUNDRY WASHER CROSLEY
4C02107043,110497,9001,O,WWFRIFAFW3511KR0,W,LAUNDRY WASHER FRONT LOAD
4C02107044,110498,9003,O,WWFRIFAFW3511KR0,W,LAUNDRY WASHER FRONT LOAD
XC70218044,106102,9003,O,WWFRIFTF530FS/FPD,W,LAUNDRY WASHER FRONT LOAD
C00320132,301044,9003,O,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
C00320135,301043,3,R,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
C04960369,110940,9003,O,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
C13640839,C13640839,9003,O,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
C13741612,C13741612,9001,O,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
CY3332298,300985,9003,O,WWWHIETW4400WQ,W,LAUNDRY WASHER ESTATE
C02028269,110462,9003,O,WWWHIETW4400WQ-1,W,LAUNDRY WASHER ESTATE
CDB3224596,110814,9003,O,WWWHIETW4400WQ-1,W,LAUNDRY WASHER ESTATE
CY4523760,109843,9001,O,WWWHIETW4400WQ0,W,LAUNDRY WASHER ESTATE
C03961217,110835,9001,O,WWWHIETW4400WQ1,W,LAUNDRY WASHER ESTATE
C04261184,110724,9001,O,WWWHIETW4400WQ1,W,LAUNDRY WASHER ESTATE
C04261185,110722,9001,O,WWWHIETW4400WQ1,W,LAUNDRY WASHER ESTATE
C04261210,110725,9003,O,WWWHIETW4400WQ1,W,LAUNDRY WASHER ESTATE
C10240441,301187,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C10240458,301186,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C11343106,111215,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12343173,111315,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12641105,111392,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12641123,111393,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12842835,111468,1,R,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12842840,111467,6001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12842841,111469,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C12943673,111466,1,R,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13240643,111549,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13440198,111576,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13440202,111577,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13743758,C13743758,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13743759,C13743759,9003,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C13743779,C13743779,3,R,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C14760674,C14760674,9001,O,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C14760675,C14760675,3,N,WWWHIETW4400XQ,W,LAUNDRY WASHER ESTATE
C10542964,110990,9003,O,WWWHIETW4400XQ-0,W,LAUNDRY WASHER ESTATE
C10542966,110988,9001,O,WWWHIETW4400XQ-0,W,LAUNDRY WASHER ESTATE
C10542969,110989,3,R,WWWHIETW4400XQ-0,W,LAUNDRY WASHER ESTATE
C10542970,110987,1,R,WWWHIETW4400XQ-0,W,LAUNDRY WASHER ESTATE
CRW0397138,201216,9003,O,WWWHILCE4332P,W,LAUNDRY WASHER COMPACT
C10321072,301189,9001,O,WWWHIWTW4800XQ,W,LAUNDRY WASHER WHIRLPOOL
C10321085,301190,9003,O,WWWHIWTW4800XQ,W,LAUNDRY WASHER WHIRLPOOL
C14822997,C14822997,1,N,WWWHIWTW4800XQ,W,LAUNDRY WASHER WHIRLPOOL
C14823118,C14823118,1,R,WWWHIWTW4800XQ,W,LAUNDRY WASHER WHIRLPOOL
C04332996,110996,9001,O,WWWHIWTW4800XQ-0,W,LAUNDRY WASHER WHIRLPOOL
C04333000,110997,1,N,WWWHIWTW4800XQ-0,W,LAUNDRY WASHER WHIRLPOOL
02341227-2,110421,9003,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
C01922049,301094,3,R,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
C03420056,301144,1,R,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
C03421158,110954,9003,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CW3830389,108634,3,R,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CY3040223,300980,3,R,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CY3341081,109996,9001,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CY3341122,109997,9001,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CY5042010,110143,9001,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
CY5042023,110142,9001,O,WWWHIWTW5200VQ,W,LAUNDRY WASHER WHIRLPOOL
C03421388,110941,9003,O,WWWHIWTW5200VQ-1,W,LAUNDRY WASHER WHIRLPOOL
C02321880,110457,9001,O,WWWHIWTW5200VQ-2,W,LAUNDRY WASHER WHIRLPOOL
C02321904,110458,9001,O,WWWHIWTW5200VQ-2,W,LAUNDRY WASHER WHIRLPOOL
C01740462,110311,9001,O,WWWHIWTW5200VQ2,W,LAUNDRY WASHER WHIRLPOOL
CU0220939,106209,3,R,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
CU3233597,107537,1,R,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
CW0720736,300749,1,R,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
CW2430724,108309,9003,O,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
CW2435706,300830,9003,O,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
CW2540132,108558,9003,O,WWWHIWTW5300SQ,W,LAUNDRY WASHER WHIRLPOOL
C11831975,301213,9003,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C11831976,301212,9003,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C11833089,301214,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12033098,111259,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12033162,111263,9003,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12033373,111258,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12033383,111260,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12033395,111264,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12332196,111318,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C12332200,111317,9003,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C15134485,C15134485,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C20332119,C20332119,9001,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C20332122,C20332122,3,N,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C20332123,C20332123,1,N,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C20635827,C20635827,9003,O,WWWHIWTW5500XW,W,LAUNDRY WASHER CABRIO
C10430415,110999,9003,O,WWWHIWTW5500XW-0,W,LAUNDRY WASHER CABRIO
C04731348,301197,9003,O,WWWHIWTW5700XW,W,LAUNDRY WASHER CABRIO
C02731062,111001,9003,O,WWWHIWTW5700XW-0,W,LAUNDRY WASHER CABRIO
C02731067,111002,9001,O,WWWHIWTW5700XW-0,W,LAUNDRY WASHER CABRIO
CW3471124,108598,3,R,WWWHIWTW6400SW,W,LAUNDRY WASHER CABRIO
02070133-1,110422,9003,O,WWWHIWTW6500WW,W,LAUNDRY WASHER CABRIO
C00870080,110075,9001,O,WWWHIWTW6500WW,W,LAUNDRY WASHER CABRIO
C01570006,110452,9003,O,WWWHIWTW6500WW,W,LAUNDRY WASHER CABRIO
C01671192,110271,9001,O,WWWHIWTW6500WW,W,LAUNDRY WASHER CABRIO
CY4970801,301017,9003,O,WWWHIWTW6500WW,W,LAUNDRY WASHER CABRIO
C01570047,110454,9001,O,WWWHIWTW6500WW-1,W,LAUNDRY WASHER CABRIO
