"id","itemfile_nbr","manufacturer_id","row_creator_id","created_at","updated_at","itemfile_nbr_first_1","itemfile_nbr_first_2","itemfile_1prod_2manuf","itemfile_1prod_3manuf","itemfile_mfg_code","itemfile_nbr_2_and_3","itemfile_2prod_2manuf","itemfile_2prod_3manuf","itemfile_model_nbr_4_18","itemfile_mfg_model_nbr","itemfile_model_nbr_5_18","itemfile_model_nbr_6_18","itemfile_desc_1","itemfile_desc_1_and_2","itemfile_desc_2","itemfile_days_out_of_stock","itemfile_nbr_pieces","itemfile_reg_price","itemfile_sale_price","itemfile_spiff","itemfile_wholesale_tax_percent","itemfile_average_cost","itemfile_last_cost","itemfile_commission_code","itemfile_furn_style","itemfile_special_fee_item","itemfile_gl_main_acct_1","itemfile_gl_sub_acct_1","itemfile_gl_main_acct_2","itemfile_gl_sub_acct_2","itemfile_gl_main_acct_3","itemfile_gl_sub_acct_3","itemfile_gl_main_acct_4","itemfile_gl_sub_acct_4","itemfile_gl_main_acct_5","itemfile_gl_sub_acct_5","itemfile_gl_main_acct_6","itemfile_gl_sub_acct_6","itemfile_gl_main_acct_7","itemfile_gl_sub_acct_7","itemfile_use_store_as_pc_indr","itemfile_serialized_indr","itemfile_cost_method_indr","vendor_id","ht_etl_schema","itemfile_percent_of_price","itemfile_qty_on_hand","itemfile_sell_service_pol_indr","itemfile_taxable_indr","itemfile_movie_type_indr","itemfile_rtr_pricing_type","itemfile_rto_spiff","itemfile_rtr_monthly_price","itemfile_normal_terms_monthly","itemfile_monthly_rto_price","itemfile_normal_terms_weekly","itemfile_weekly_rto_price","itemfile_discontinued_indr","itemfile_first_received_date","itemfile_first_received_year","itemfile_first_received_month","itemfile_first_received_day","itemfile_furniture_indr","itemfile_qty_on_order","itemfile_date_due_in","itemfile_last_changed_date","itemfile_book_value_nbr_months","itemfile_inv_cube_size","itemfile_inv_unit_weight","itemfile_upc_code","itemfile_min_accept_price","itemfile_mgrs_override_price","itemfile_list_price","itemfile_no_discount_sale_item","itemfile_rate_code","itemfile_freight_override_amt","itemfile_glacct_rentinv_main","itemfile_glacct_rentinv_sub","itemfile_glacct_pfydepadj_main","itemfile_glacct_pfydepadj_sub","itemfile_glacct_accumdep_main","itemfile_glacct_accumdep_sub","itemfile_recv_inv_status"
"995","BGWOO658BROWN","115",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GW","GWO","GWO","GW","WO","WOO","OO658BROWN","O658BROWN","O658BROWN","658BROWN","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","934.990","0.000","0.00","0.00","425.000","425.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1853.82","78","1871.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2378","0.00","1110","0","5010","0","1210","0","N"
"996","BGWOO659BLACK","115",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BG","GW","GWO","GWO","GW","WO","WOO","OO659BLACK","O659BLACK","O659BLACK","659BLACK","BEDROOM FURNITURE","BEDROOM FURNITURE           BEDROOM SET","BEDROOM SET","0","0","934.990","0.000","0.00","0.00","425.000","425.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","253","public","0.00","0","N","Y","N","N","0.00","0.00","18","1853.82","78","1871.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2378","0.00","1110","0","5010","0","1210","0","N"
"997","BMASHA1000383","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA1000383","HA1000383","HA1000383","A1000383","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    POUF ABRAHAM-WHT/BRN","POUF ABRAHAM-WHT/BRN","0","1","154.990","0.000","0.00","0.00","75.060","75.060","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","9","305.91","39","311.61","N",,"0","0","0","N","0","2018-12-06","2018-11-15","24","0","0","","119.99","109.99","0.00","","0739","0.00","1110","0","5010","0","1210","0","N"
"998","BMASHA1000429","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA1000429","HA1000429","HA1000429","A1000429","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","128.990","0.000","0.00","0.00","55.110","55.110","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","4","","Y","","N","0.00","0.00","12","251.88","52","259.48","N",,"0","0","0","N","0","2017-12-22","2017-11-07","24","0","0","","89.99","79.99","0.00","","0452","0.00","1110","0","5010","0","1210","0","N"
"999","BMASHA1000550","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA1000550","HA1000550","HA1000550","A1000550","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    POUF--ABSALOM-NATURAL","POUF--ABSALOM-NATURAL","0","1","89.990","0.000","0.00","0.00","45.140","45.140","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","6","179.94","26","181.74","N",,"0","0","0","N","0","2018-12-06","2018-11-15","24","0","0","","69.99","69.99","0.00","","0626","0.00","1110","0","5010","0","1210","0","N"
"1000","BMASHA1000558","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA1000558","HA1000558","HA1000558","A1000558","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    POUF--BENEDICT-NATURAL","POUF--BENEDICT-NATURAL","0","1","154.990","0.000","0.00","0.00","75.060","75.060","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","9","305.91","39","311.61","N",,"0","0","0","N","0","2018-12-06","2018-11-15","24","0","0","","119.99","109.99","0.00","","0739","0.00","1110","0","5010","0","1210","0","N"
"1001","BMASHA1000559","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA1000559","HA1000559","HA1000559","A1000559","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    POUF--BENEDICT CHARCOAL","POUF--BENEDICT CHARCOAL","0","1","154.990","0.000","0.00","0.00","75.060","75.060","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","9","305.91","39","311.61","N",,"0","0","0","N","0","2018-12-06","2018-11-15","24","0","0","","119.99","109.99","0.00","","0739","0.00","1110","0","5010","0","1210","0","N"
"1002","BMASHA4000036","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA4000036","HA4000036","HA4000036","A4000036","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","154.990","0.000","0.00","0.00","73.750","73.750","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","12","299.88","52","311.48","N",,"0","0","0","N","0","2018-05-11","2018-04-20","24","0","0","","109.99","109.99","0.00","","0552","0.00","1110","0","5010","0","1210","0","N"
"1003","BMASHA4000037","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA4000037","HA4000037","HA4000037","A4000037","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         ACCENT CABINET GRAY FOSSIL","ACCENT CABINET GRAY FOSSIL","0","1","739.990","0.000","0.00","0.00","324.240","324.240","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","18","1475.82","78","1481.22","N",,"0","0","0","N","0","2020-02-19","2020-01-29","24","0","0","","459.99","429.99","0.00","","1878","0.00","1110","0","5010","0","1210","0","N"
"1004","BMASHA8010083","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHA8010083","HA8010083","HA8010083","A8010083","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","0","193.990","0.000","0.00","0.00","84.050","84.050","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","N",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1005","BMASHB10014","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB10014","HB10014","HB10014","B10014","RAILS/PLATFORM","RAILS/PLATFORM              KING ROLL SLATS FRAMES","KING ROLL SLATS FRAMES","0","1","128.990","0.000","0.00","0.00","50.330","50.330","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","12","251.88","52","259.48","N",,"0","0","0","N","0","2020-02-11","2020-01-21","24","0","0","","79.99","79.99","0.00","","0452","0.00","1110","0","5010","0","1210","0","N"
"1006","BMASHB102","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB102","HB102","HB102","B102","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         LULU WHITE","LULU WHITE","0","0","193.990","0.000","0.00","0.00","120.420","120.420","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1007","BMASHB10587","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB10587","HB10587","HB10587","B10587","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         FAIRBROOKS REDDISH BROWN","FAIRBROOKS REDDISH BROWN","0","0","193.990","0.000","0.00","0.00","102.240","102.240","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1008","BMASHB10592","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB10592","HB10592","HB10592","B10592","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         FAIRBROOKS REDDISH BROWN","FAIRBROOKS REDDISH BROWN","0","0","349.990","0.000","0.00","0.00","122.680","122.680","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","683.82","78","701.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0878","0.00","1110","0","5010","0","1210","0","N"
"1009","BMASHB10781","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB10781","HB10781","HB10781","B10781","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    LORIDAY AGED WHITE","LORIDAY AGED WHITE","0","0","388.990","0.000","0.00","0.00","204.490","204.490","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","773.82","78","779.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0978","0.00","1110","0","5010","0","1210","0","N"
"1010","BMASHB128","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB128","HB128","HB128","B128","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         HUEY VINEYARD BLACK","HUEY VINEYARD BLACK","0","0","128.990","0.000","0.00","0.00","112.480","112.480","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","6","257.94","26","259.74","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0926","0.00","1110","0","5010","0","1210","0","N"
"1011","BMASHB12831","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB12831","HB12831","HB12831","B12831","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","310.990","0.000","0.00","0.00","140.880","140.880","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","18","611.82","78","623.22","N",,"0","0","0","N","0","2018-03-13","2018-02-20","24","0","0","","209.99","189.99","0.00","","0778","0.00","1110","0","5010","0","1210","0","N"
"1012","BMASHB130381","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB130381","HB130381","HB130381","B130381","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         CONTEMP UPH BEDS","CONTEMP UPH BEDS","0","0","349.990","0.000","0.00","0.00","124.960","124.960","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","683.82","78","701.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0878","0.00","1110","0","5010","0","1210","0","N"
"1013","BMASHB17948","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB17948","HB17948","HB17948","B17948","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         ESMARELDA DARK MERLOT","ESMARELDA DARK MERLOT","0","0","349.990","0.000","0.00","0.00","170.420","170.420","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","683.82","78","701.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0878","0.00","1110","0","5010","0","1210","0","N"
"1014","BMASHB17977","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB17977","HB17977","HB17977","B17977","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         ESMARELDA DARK MERLOT","ESMARELDA DARK MERLOT","0","0","193.990","0.000","0.00","0.00","79.520","79.520","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1015","BMASHB188","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB188","HB188","HB188","B188","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         EXUISTE WHITE","EXUISTE WHITE","0","0","349.990","0.000","0.00","0.00","227.250","227.250","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","683.82","78","701.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0878","0.00","1110","0","5010","0","1210","0","N"
"1016","BMASHB196","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB196","HB196","HB196","B196","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         CARALINA ANTIQUE WHITE","CARALINA ANTIQUE WHITE","0","0","193.990","0.000","0.00","0.00","76.110","76.110","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1017","BMASHB19646","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB19646","HB19646","HB19646","B19646","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         CARALINA ANTIQUE WHITE","CARALINA ANTIQUE WHITE","0","0","193.990","0.000","0.00","0.00","124.970","124.970","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1018","BMASHB219","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB219","HB219","HB219","B219","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         BITTERSWEET LIGHT BROWN","BITTERSWEET LIGHT BROWN","0","0","193.990","0.000","0.00","0.00","114.290","114.290","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1019","BMASHB21971","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB21971","HB21971","HB21971","B21971","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","128.990","0.000","0.00","0.00","65.900","65.900","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","12","251.88","52","259.48","N",,"0","0","0","N","0","2018-04-16","2018-03-26","24","0","0","","99.99","99.99","0.00","","0452","0.00","1110","0","5010","0","1210","0","N"
"1020","BMASHB21987","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB21987","HB21987","HB21987","B21987","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         BITTERSWEET LIGHT BROWN","BITTERSWEET LIGHT BROWN","0","0","193.990","0.000","0.00","0.00","94.280","94.280","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1021","BMASHB22046","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB22046","HB22046","HB22046","B22046","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    MAXINGTON 2 TONE","MAXINGTON 2 TONE","0","0","388.990","0.000","0.00","0.00","58.550","58.550","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","773.82","78","779.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0978","0.00","1110","0","5010","0","1210","0","N"
"1022","BMASHB22068","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB22068","HB22068","HB22068","B22068","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         MAXINGTON 2 TONE","MAXINGTON 2 TONE","0","0","193.990","0.000","0.00","0.00","177.220","177.220","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1023","BMASHB22160","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB22160","HB22160","HB22160","B22160","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","174.990","0.000","0.00","0.00","84.070","0.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","9","341.91","39","350.61","N",,"0","0","0","N","0","2018-12-03","2018-11-12","24","0","0","","0.00","0.00","0.00","","0839","0.00","1110","0","5010","0","1210","0","N"
"1024","BMASHB22495","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB22495","HB22495","HB22495","B22495","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM","","0","1","336.990","0.000","0.00","0.00","32.460","32.460","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","29","public","0.00","1","","Y","","N","0.00","0.00","12","671.88","52","675.48","N",,"0","0","0","N","0","2020-02-11","2020-01-21","24","0","0","","59.99","49.99","0.00","","1252","0.00","1110","0","5010","0","1210","0","N"
"1025","BMASHB228","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB228","HB228","HB228","B228","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         BARCHAN MEDIUM BROWN","BARCHAN MEDIUM BROWN","0","0","193.990","0.000","0.00","0.00","107.920","107.920","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","377.82","78","389.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0478","0.00","1110","0","5010","0","1210","0","N"
"1026","BMASHB22991","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB22991","HB22991","HB22991","B22991","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         BARCHAN MEDIUM BROWN","BARCHAN MEDIUM BROWN","0","0","128.990","0.000","0.00","0.00","50.570","50.570","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","6","257.94","26","259.74","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0926","0.00","1110","0","5010","0","1210","0","N"
"1027","BMASHB25131","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB25131","HB25131","HB25131","B25131","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    JUARARO DARK BROWN","JUARARO DARK BROWN","0","0","349.990","0.000","0.00","0.00","204.500","204.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","18","683.82","78","701.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0878","0.00","1110","0","5010","0","1210","0","N"
"1028","BMASHB25170","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB25170","HB25170","HB25170","B25170","ADDITIONAL B/R ACCESSORY","ADDITIONAL B/R ACCESSORY    JUARARO DARK BROWN","JUARARO DARK BROWN","0","1","193.990","0.000","0.00","0.00","90.890","90.890","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","1","","Y","","N","0.00","0.00","9","386.91","39","389.61","N",,"0","0","0","N","0","2018-02-27","2018-02-06","24","0","0","","139.99","129.99","0.00","","0939","0.00","1110","0","5010","0","1210","0","N"
"1029","BMASHB26492","10",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","B","BM","MA","MAS","MAS","MA","AS","ASH","SHB26492","HB26492","HB26492","B26492","ADDITIONAL BRM ITEM","ADDITIONAL BRM ITEM         QUINDEN DARK BROWN","QUINDEN DARK BROWN","0","0","128.990","0.000","0.00","0.00","54.640","54.640","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","29","public","0.00","0","N","Y","N","N","0.00","0.00","6","257.94","26","259.74","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","0926","0.00","1110","0","5010","0","1210","0","N"
